"","Chestnut_contig","gene_number"
"6610","contig0007093",4
"6611","contig0007094",2
"6612","contig0007095",1
"6613","contig0007096",1
"6614","contig0007097",2
"6615","contig0007098",2
"6616","contig0007099",2
"6617","contig0007100",3
"6618","contig0007101",1
"6619","contig0007103",1
"6620","contig0007104",2
"6621","contig0007105",2
"6622","contig0007106",1
"6623","contig0007107",2
"6624","contig0007108",2
"6625","contig0007109",3
"6626","contig0007110",4
"6627","contig0007112",3
"6628","contig0007113",1
"6629","contig0007114",3
"6630","contig0007115",2
"6631","contig0007116",2
"6632","contig0007117",3
"6633","contig0007118",1
"6634","contig0007119",1
"6635","contig0007121",2
"6636","contig0007122",3
"6637","contig0007123",3
"6638","contig0007124",1
"6639","contig0007126",1
"6640","contig0007128",3
"6641","contig0007131",2
"6642","contig0007132",1
"6643","contig0007134",4
"6644","contig0007135",4
"6645","contig0007137",2
"6646","contig0007138",2
"6647","contig0007139",3
"6648","contig0007140",3
"6649","contig0007141",1
"6650","contig0007142",1
"6651","contig0007143",4
"6652","contig0007146",1
"6653","contig0007147",3
"6654","contig0007148",3
"6655","contig0007149",1
"6656","contig0007150",2
"6657","contig0007152",2
"6658","contig0007153",1
"6659","contig0007154",1
"6660","contig0007155",4
"6661","contig0007156",1
"6662","contig0007157",1
"6663","contig0007158",2
"6664","contig0007159",2
"6665","contig0007160",1
"6666","contig0007161",3
"6667","contig0007162",4
"6668","contig0007163",4
"6669","contig0007164",1
"6670","contig0007165",1
"6671","contig0007166",2
"6672","contig0007167",1
"6673","contig0007168",2
"6674","contig0007169",1
"6675","contig0007170",6
"6676","contig0007171",3
"6677","contig0007173",4
"6678","contig0007174",5
"6679","contig0007175",3
"6680","contig0007176",1
"6681","contig0007177",5
"6682","contig0007178",1
"6683","contig0007179",1
"6684","contig0007180",2
"6685","contig0007181",2
"6686","contig0007182",5
"6687","contig0007183",2
"6688","contig0007184",1
"6689","contig0007185",3
"6690","contig0007186",2
"6691","contig0007187",2
"6692","contig0007189",3
"6693","contig0007190",2
"6694","contig0007192",2
"6695","contig0007193",4
"6696","contig0007194",2
"6697","contig0007195",1
"6698","contig0007196",2
"6699","contig0007197",2
"6700","contig0007198",2
"6701","contig0007199",1
"6702","contig0007200",1
"6703","contig0007201",1
"6704","contig0007202",2
"6705","contig0007203",1
"6706","contig0007204",1
"6707","contig0007206",2
"6708","contig0007207",3
"6709","contig0007208",1
"6710","contig0007209",2
"6711","contig0007210",3
"6712","contig0007211",3
"6713","contig0007212",2
"6714","contig0007214",1
"6715","contig0007215",2
"6716","contig0007216",1
"6717","contig0007217",3
"6718","contig0007219",2
"6719","contig0007220",2
"6720","contig0007221",3
"6721","contig0007222",2
"6722","contig0007223",2
"6723","contig0007224",2
"6724","contig0007225",3
"6725","contig0007226",2
"6726","contig0007227",2
"6727","contig0007228",3
"6728","contig0007229",1
"6729","contig0007230",1
"6730","contig0007231",2
"6731","contig0007232",1
"6732","contig0007233",1
"6733","contig0007234",2
"6734","contig0007235",1
"6735","contig0007236",2
"6736","contig0007237",1
"6737","contig0007238",2
"6738","contig0007239",5
"6739","contig0007240",4
"6740","contig0007241",1
"6741","contig0007242",2
"6742","contig0007243",2
"6743","contig0007244",3
"6744","contig0007245",1
"6745","contig0007246",1
"6746","contig0007247",2
"6747","contig0007248",2
"6748","contig0007249",1
"6749","contig0007250",5
"6750","contig0007251",1
"6751","contig0007252",2
"6752","contig0007253",3
"6753","contig0007254",1
"6754","contig0007255",5
"6755","contig0007256",2
"6756","contig0007257",4
"6757","contig0007258",2
"6758","contig0007259",2
"6759","contig0007261",3
"6760","contig0007262",2
"6761","contig0007263",3
"6762","contig0007264",1
"6763","contig0007265",3
"6764","contig0007266",2
"6765","contig0007267",3
"6766","contig0007269",5
"6767","contig0007270",1
"6768","contig0007271",2
"6769","contig0007272",2
"6770","contig0007273",2
"6771","contig0007274",3
"6772","contig0007275",1
"6773","contig0007276",4
"6774","contig0007277",2
"6775","contig0007278",3
"6776","contig0007279",2
"6777","contig0007280",4
"6778","contig0007281",6
"6779","contig0007282",3
"6780","contig0007283",1
"6781","contig0007284",3
"6782","contig0007285",4
"6783","contig0007286",3
"6784","contig0007287",2
"6785","contig0007288",4
"6786","contig0007289",1
"6787","contig0007290",2
"6788","contig0007291",4
"6789","contig0007292",1
"6790","contig0007293",1
"6791","contig0007295",1
"6792","contig0007296",1
"6793","contig0007297",1
"6794","contig0007298",1
"6795","contig0007299",1
"6796","contig0007300",1
"6797","contig0007301",2
"6798","contig0007302",1
"6799","contig0007303",2
"6800","contig0007304",2
"6801","contig0007305",1
"6802","contig0007306",2
"6803","contig0007307",1
"6804","contig0007308",1
"6805","contig0007309",4
"6806","contig0007310",6
"6807","contig0007311",3
"6808","contig0007312",3
"6809","contig0007313",1
"6810","contig0007314",3
"6811","contig0007315",3
"6812","contig0007316",1
"6813","contig0007317",6
"6814","contig0007318",2
"6815","contig0007319",1
"6816","contig0007320",1
"6817","contig0007321",1
"6818","contig0007322",1
"6819","contig0007324",1
"6820","contig0007325",1
"6821","contig0007326",5
"6822","contig0007327",1
"6823","contig0007328",1
"6824","contig0007329",1
"6825","contig0007330",2
"6826","contig0007331",1
"6827","contig0007333",3
"6828","contig0007334",1
"6829","contig0007335",3
"6830","contig0007336",4
"6831","contig0007337",4
"6832","contig0007338",1
"6833","contig0007339",2
"6834","contig0007340",3
"6835","contig0007342",3
"6836","contig0007344",1
"6837","contig0007346",2
"6838","contig0007347",1
"6839","contig0007348",2
"6840","contig0007349",1
"6841","contig0007350",1
"6842","contig0007352",3
"6843","contig0007353",2
"6844","contig0007354",2
"6845","contig0007355",2
"6846","contig0007356",3
"6847","contig0007357",2
"6848","contig0007358",2
"6849","contig0007359",1
"6850","contig0007360",2
"6851","contig0007362",2
"6852","contig0007363",3
"6853","contig0007364",3
"6854","contig0007365",1
"6855","contig0007369",2
"6856","contig0007370",2
"6857","contig0007371",2
"6858","contig0007372",3
"6859","contig0007375",3
"6860","contig0007376",2
"6861","contig0007377",1
"6862","contig0007378",3
"6863","contig0007379",1
"6864","contig0007380",2
"6865","contig0007381",1
"6866","contig0007382",4
"6867","contig0007383",2
"6868","contig0007384",2
"6869","contig0007385",2
"6870","contig0007386",3
"6871","contig0007387",5
"6872","contig0007388",1
"6873","contig0007389",3
"6874","contig0007390",3
"6875","contig0007391",2
"6876","contig0007392",1
"6877","contig0007394",1
"6878","contig0007396",4
"6879","contig0007397",4
"6880","contig0007398",4
"6881","contig0007399",3
"6882","contig0007400",1
"6883","contig0007401",2
"6884","contig0007402",1
"6885","contig0007403",1
"6886","contig0007404",2
"6887","contig0007405",1
"6888","contig0007406",5
"6889","contig0007408",4
"6890","contig0007409",1
"6891","contig0007410",9
"6892","contig0007411",2
"6893","contig0007412",2
"6894","contig0007413",2
"6895","contig0007414",3
"6896","contig0007415",3
"6897","contig0007416",3
"6898","contig0007417",2
"6899","contig0007418",4
"6900","contig0007419",1
"6901","contig0007420",2
"6902","contig0007421",2
"6903","contig0007422",3
"6904","contig0007423",1
"6905","contig0007424",1
"6906","contig0007426",2
"6907","contig0007428",1
"6908","contig0007429",3
"6909","contig0007432",1
"6910","contig0007433",2
"6911","contig0007434",2
"6912","contig0007435",3
"6913","contig0007436",2
"6914","contig0007437",4
"6915","contig0007439",1
"6916","contig0007440",1
"6917","contig0007441",1
"6918","contig0007442",3
"6919","contig0007443",1
"6920","contig0007445",1
"6921","contig0007446",3
"6922","contig0007448",1
"6923","contig0007451",2
"6924","contig0007452",4
"6925","contig0007453",5
"6926","contig0007454",2
"6927","contig0007456",3
"6928","contig0007457",3
"6929","contig0007458",3
"6930","contig0007460",2
"6931","contig0007461",2
"6932","contig0007462",2
"6933","contig0007463",2
"6934","contig0007464",1
"6935","contig0007465",3
"6936","contig0007466",1
"6937","contig0007467",2
"6938","contig0007468",2
"6939","contig0007469",1
"6940","contig0007471",1
"6941","contig0007472",1
"6942","contig0007474",2
"6943","contig0007475",3
"6944","contig0007478",1
"6945","contig0007480",1
"6946","contig0007481",1
"6947","contig0007482",3
"6948","contig0007483",2
"6949","contig0007484",2
"6950","contig0007486",2
"6951","contig0007487",3
"6952","contig0007489",1
"6953","contig0007490",2
"6954","contig0007491",1
"6955","contig0007492",1
"6956","contig0007493",3
"6957","contig0007494",2
"6958","contig0007495",2
"6959","contig0007497",2
"6960","contig0007498",6
"6961","contig0007499",3
"6962","contig0007500",1
"6963","contig0007501",1
"6964","contig0007502",1
"6965","contig0007503",3
"6966","contig0007505",1
"6967","contig0007506",1
"6968","contig0007507",1
"6969","contig0007508",2
"6970","contig0007509",3
"6971","contig0007510",1
"6972","contig0007512",2
"6973","contig0007513",2
"6974","contig0007514",1
"6975","contig0007515",3
"6976","contig0007516",3
"6977","contig0007517",2
"6978","contig0007518",1
"6979","contig0007519",2
"6980","contig0007520",3
"6981","contig0007521",2
"6982","contig0007522",2
"6983","contig0007523",2
"6984","contig0007524",1
"6985","contig0007526",2
"6986","contig0007527",3
"6987","contig0007528",2
"6988","contig0007529",2
"6989","contig0007530",1
"6990","contig0007531",1
"6991","contig0007533",2
"6992","contig0007535",3
"6993","contig0007536",2
"6994","contig0007537",1
"6995","contig0007538",1
"6996","contig0007539",2
"6997","contig0007540",3
"6998","contig0007541",5
"6999","contig0007542",9
"7000","contig0007543",3
"7001","contig0007544",4
"7002","contig0007545",1
"7003","contig0007546",1
"7004","contig0007547",4
"7005","contig0007549",3
"7006","contig0007550",1
"7007","contig0007551",3
"7008","contig0007552",1
"7009","contig0007554",3
"7010","contig0007556",3
"7011","contig0007557",1
"7012","contig0007558",3
"7013","contig0007560",2
"7014","contig0007561",1
"7015","contig0007563",2
"7016","contig0007564",2
"7017","contig0007565",3
"7018","contig0007566",2
"7019","contig0007567",1
"7020","contig0007568",1
"7021","contig0007569",3
"7022","contig0007570",3
"7023","contig0007571",2
"7024","contig0007573",2
"7025","contig0007574",1
"7026","contig0007575",4
"7027","contig0007576",1
"7028","contig0007577",5
"7029","contig0007578",2
"7030","contig0007579",1
"7031","contig0007580",1
"7032","contig0007581",1
"7033","contig0007582",1
"7034","contig0007583",3
"7035","contig0007584",1
"7036","contig0007587",2
"7037","contig0007589",2
"7038","contig0007590",4
"7039","contig0007591",1
"7040","contig0007592",3
"7041","contig0007594",2
"7042","contig0007597",1
"7043","contig0007599",1
"7044","contig0007600",3
"7045","contig0007601",4
"7046","contig0007602",2
"7047","contig0007603",2
"7048","contig0007605",5
"7049","contig0007606",3
"7050","contig0007608",2
"7051","contig0007609",1
"7052","contig0007610",2
"7053","contig0007612",1
"7054","contig0007613",1
"7055","contig0007614",2
"7056","contig0007615",2
"7057","contig0007616",1
"7058","contig0007617",1
"7059","contig0007618",1
"7060","contig0007619",4
"7061","contig0007620",3
"7062","contig0007621",3
"7063","contig0007623",3
"7064","contig0007624",3
"7065","contig0007625",2
"7066","contig0007626",1
"7067","contig0007627",1
"7068","contig0007628",1
"7069","contig0007631",1
"7070","contig0007632",3
"7071","contig0007633",3
"7072","contig0007634",1
"7073","contig0007635",1
"7074","contig0007636",3
"7075","contig0007637",4
"7076","contig0007638",2
"7077","contig0007639",3
"7078","contig0007640",2
"7079","contig0007641",1
"7080","contig0007642",1
"7081","contig0007643",2
"7082","contig0007644",1
"7083","contig0007645",2
"7084","contig0007646",1
"7085","contig0007648",4
"7086","contig0007649",1
"7087","contig0007650",3
"7088","contig0007653",2
"7089","contig0007654",2
"7090","contig0007655",3
"7091","contig0007656",2
"7092","contig0007657",2
"7093","contig0007658",2
"7094","contig0007659",1
"7095","contig0007660",1
"7096","contig0007662",2
"7097","contig0007663",1
"7098","contig0007664",2
"7099","contig0007666",1
"7100","contig0007667",3
"7101","contig0007668",1
"7102","contig0007669",1
"7103","contig0007671",4
"7104","contig0007672",1
"7105","contig0007673",1
"7106","contig0007674",3
"7107","contig0007675",3
"7108","contig0007676",3
"7109","contig0007677",5
"7110","contig0007678",2
"7111","contig0007679",2
"7112","contig0007680",3
"7113","contig0007685",3
"7114","contig0007686",1
"7115","contig0007687",2
"7116","contig0007688",1
"7117","contig0007689",2
"7118","contig0007691",1
"7119","contig0007692",1
"7120","contig0007694",2
"7121","contig0007696",4
"7122","contig0007697",1
"7123","contig0007698",2
"7124","contig0007699",1
"7125","contig0007700",1
"7126","contig0007701",1
"7127","contig0007703",1
"7128","contig0007705",2
"7129","contig0007706",2
"7130","contig0007707",1
"7131","contig0007709",1
"7132","contig0007710",1
"7133","contig0007711",4
"7134","contig0007712",3
"7135","contig0007713",5
"7136","contig0007715",3
"7137","contig0007716",2
"7138","contig0007718",1
"7139","contig0007719",1
"7140","contig0007720",2
"7141","contig0007721",2
"7142","contig0007722",2
"7143","contig0007724",1
"7144","contig0007725",4
"7145","contig0007729",1
"7146","contig0007730",1
"7147","contig0007731",1
"7148","contig0007732",3
"7149","contig0007733",2
"7150","contig0007734",2
"7151","contig0007735",2
"7152","contig0007737",1
"7153","contig0007738",1
"7154","contig0007741",2
"7155","contig0007742",1
"7156","contig0007744",1
"7157","contig0007745",4
"7158","contig0007746",1
"7159","contig0007747",1
"7160","contig0007748",3
"7161","contig0007749",2
"7162","contig0007750",2
"7163","contig0007754",2
"7164","contig0007755",2
"7165","contig0007756",1
"7166","contig0007757",3
"7167","contig0007758",2
"7168","contig0007759",1
"7169","contig0007760",1
"7170","contig0007761",1
"7171","contig0007762",2
"7172","contig0007763",1
"7173","contig0007764",3
"7174","contig0007765",2
"7175","contig0007766",3
"7176","contig0007768",2
"7177","contig0007769",1
"7178","contig0007770",2
"7179","contig0007774",1
"7180","contig0007775",4
"7181","contig0007776",1
"7182","contig0007777",3
"7183","contig0007779",4
"7184","contig0007780",2
"7185","contig0007781",1
"7186","contig0007782",1
"7187","contig0007783",2
"7188","contig0007784",1
"7189","contig0007785",1
"7190","contig0007788",2
"7191","contig0007789",2
"7192","contig0007790",1
"7193","contig0007792",2
"7194","contig0007793",2
"7195","contig0007794",2
"7196","contig0007795",2
"7197","contig0007796",2
"7198","contig0007797",2
"7199","contig0007798",2
"7200","contig0007800",1
"7201","contig0007802",2
"7202","contig0007805",2
"7203","contig0007806",1
"7204","contig0007807",2
"7205","contig0007808",1
"7206","contig0007809",2
"7207","contig0007810",1
"7208","contig0007812",4
"7209","contig0007813",2
"7210","contig0007814",1
"7211","contig0007815",2
"7212","contig0007817",2
"7213","contig0007818",1
"7214","contig0007819",1
"7215","contig0007820",2
"7216","contig0007821",4
"7217","contig0007822",2
"7218","contig0007823",1
"7219","contig0007824",2
"7220","contig0007825",1
"7221","contig0007827",2
"7222","contig0007828",2
"7223","contig0007829",2
"7224","contig0007830",1
"7225","contig0007831",2
"7226","contig0007832",2
"7227","contig0007833",2
"7228","contig0007834",3
"7229","contig0007835",2
"7230","contig0007836",2
"7231","contig0007837",2
"7232","contig0007838",2
"7233","contig0007839",1
"7234","contig0007840",2
"7235","contig0007843",3
"7236","contig0007844",1
"7237","contig0007845",2
"7238","contig0007846",5
"7239","contig0007847",1
"7240","contig0007848",1
"7241","contig0007849",3
"7242","contig0007850",2
"7243","contig0007851",2
"7244","contig0007852",1
